Index,Patch,Oracle,Predicted value
34363,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/20.txt,overfitting,overfitting
34364,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/21.txt,overfitting,correct
34365,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/22.txt,overfitting,correct
34366,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/23.txt,overfitting,overfitting
34367,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/24.txt,overfitting,correct
34368,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/27.txt,overfitting,overfitting
34369,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/28.txt,overfitting,correct
34370,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/29.txt,overfitting,correct
34371,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/3.txt,overfitting,overfitting
34372,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/30.txt,overfitting,correct
34373,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/31.txt,overfitting,correct
34374,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/32.txt,overfitting,overfitting
34375,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/33.txt,overfitting,correct
34376,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/34.txt,overfitting,correct
34377,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/35.txt,overfitting,overfitting
34378,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/36.txt,overfitting,overfitting
34379,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/37.txt,overfitting,correct
34380,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/38.txt,overfitting,correct
34381,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/39.txt,overfitting,overfitting
34382,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/4.txt,overfitting,overfitting
34383,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/40.txt,overfitting,correct
34384,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/41.txt,overfitting,correct
34385,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/42.txt,overfitting,correct
34386,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/43.txt,overfitting,overfitting
34387,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/44.txt,overfitting,overfitting
34388,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/45.txt,overfitting,overfitting
34389,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/46.txt,overfitting,overfitting
34390,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/47.txt,overfitting,overfitting
34391,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/48.txt,overfitting,overfitting
34392,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/49.txt,overfitting,overfitting
34393,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/5.txt,overfitting,correct
34394,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/50.txt,overfitting,overfitting
34395,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/51.txt,overfitting,correct
34396,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/54.txt,overfitting,overfitting
34397,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/55.txt,overfitting,overfitting
34398,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/56.txt,overfitting,correct
34399,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/57.txt,overfitting,overfitting
34400,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/58.txt,overfitting,overfitting
34401,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/59.txt,overfitting,overfitting
34402,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/6.txt,overfitting,correct
34403,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/60.txt,overfitting,overfitting
34404,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/61.txt,overfitting,correct
34405,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/62.txt,overfitting,correct
34406,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/64.txt,overfitting,overfitting
34407,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/65.txt,overfitting,overfitting
34408,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/66.txt,overfitting,correct
34409,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/67.txt,overfitting,overfitting
34410,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/69.txt,overfitting,correct
34411,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/7.txt,overfitting,overfitting
34412,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/70.txt,overfitting,overfitting
34413,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/71.txt,overfitting,overfitting
34414,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/72.txt,overfitting,overfitting
34415,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/73.txt,overfitting,overfitting
34416,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/74.txt,overfitting,correct
34417,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/75.txt,overfitting,correct
34418,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/76.txt,overfitting,correct
34419,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/77.txt,overfitting,correct
34420,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/78.txt,overfitting,correct
34421,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/79.txt,overfitting,correct
34422,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/8.txt,overfitting,correct
34423,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/80.txt,overfitting,correct
34424,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/81.txt,overfitting,correct
34425,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/82.txt,overfitting,correct
34426,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/84.txt,overfitting,correct
34427,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/85.txt,overfitting,correct
34428,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-105/9.txt,overfitting,correct
34429,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/0.txt,overfitting,correct
34430,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/1.txt,overfitting,overfitting
34431,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/10.txt,overfitting,correct
34432,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/11.txt,overfitting,overfitting
34433,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/12.txt,overfitting,overfitting
34434,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/13.txt,overfitting,overfitting
34435,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/14.txt,overfitting,correct
34436,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/15.txt,overfitting,overfitting
34437,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/16.txt,overfitting,correct
34438,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/18.txt,overfitting,overfitting
34439,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/19.txt,overfitting,correct
34440,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/2.txt,overfitting,correct
34441,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/20.txt,overfitting,overfitting
34442,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/22.txt,overfitting,overfitting
34443,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/23.txt,overfitting,correct
34444,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/24.txt,overfitting,overfitting
34445,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/25.txt,overfitting,correct
34446,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/26.txt,overfitting,overfitting
34447,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/27.txt,overfitting,correct
34448,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/28.txt,overfitting,overfitting
34449,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/29.txt,overfitting,overfitting
34450,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/3.txt,overfitting,correct
34451,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/30.txt,overfitting,correct
34452,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/31.txt,overfitting,overfitting
34453,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/4.txt,overfitting,overfitting
34454,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/5.txt,overfitting,overfitting
34455,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/6.txt,overfitting,correct
34456,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/7.txt,overfitting,correct
34457,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/8.txt,overfitting,correct
34458,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-17/9.txt,overfitting,correct
34459,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/0.txt,overfitting,correct
34460,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/1.txt,overfitting,overfitting
34461,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/10.txt,overfitting,correct
34462,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/100.txt,overfitting,overfitting
34463,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/101.txt,overfitting,overfitting
34464,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/102.txt,overfitting,overfitting
34465,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/103.txt,overfitting,overfitting
34466,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/104.txt,overfitting,correct
34467,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/105.txt,overfitting,overfitting
34468,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/106.txt,overfitting,overfitting
34469,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/107.txt,overfitting,overfitting
34470,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/108.txt,overfitting,overfitting
34471,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/109.txt,overfitting,overfitting
34472,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/11.txt,overfitting,overfitting
34473,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/110.txt,overfitting,overfitting
34474,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/111.txt,overfitting,overfitting
34475,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/112.txt,overfitting,overfitting
34476,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/113.txt,overfitting,overfitting
34477,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/114.txt,overfitting,overfitting
34478,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/115.txt,overfitting,correct
34479,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/116.txt,overfitting,overfitting
34480,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/117.txt,overfitting,overfitting
34481,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/118.txt,overfitting,overfitting
34482,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/119.txt,overfitting,overfitting
34483,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/12.txt,overfitting,overfitting
34484,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/120.txt,overfitting,overfitting
34485,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/121.txt,overfitting,overfitting
34486,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/122.txt,overfitting,overfitting
34487,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/124.txt,overfitting,overfitting
34488,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/125.txt,overfitting,overfitting
34489,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/126.txt,overfitting,correct
34490,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/127.txt,overfitting,overfitting
34491,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/128.txt,overfitting,overfitting
34492,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/129.txt,overfitting,overfitting
34493,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/13.txt,overfitting,overfitting
34494,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/130.txt,overfitting,correct
34495,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/131.txt,overfitting,overfitting
34496,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/132.txt,overfitting,correct
34497,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/133.txt,overfitting,correct
34498,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/134.txt,overfitting,overfitting
34499,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/135.txt,overfitting,overfitting
34500,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/136.txt,overfitting,overfitting
34501,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/137.txt,overfitting,overfitting
34502,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/138.txt,overfitting,overfitting
34503,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/139.txt,overfitting,overfitting
34504,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/14.txt,overfitting,overfitting
34505,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/140.txt,overfitting,correct
34506,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/141.txt,overfitting,overfitting
34507,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/144.txt,overfitting,overfitting
34508,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/145.txt,overfitting,overfitting
34509,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/146.txt,overfitting,correct
34510,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/147.txt,overfitting,overfitting
34511,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/148.txt,overfitting,overfitting
34512,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/149.txt,overfitting,overfitting
34513,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/15.txt,overfitting,overfitting
34514,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/16.txt,overfitting,correct
34515,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/17.txt,overfitting,overfitting
34516,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/18.txt,overfitting,overfitting
34517,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/19.txt,overfitting,correct
34518,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/2.txt,overfitting,overfitting
34519,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/20.txt,overfitting,correct
34520,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/21.txt,overfitting,overfitting
34521,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/22.txt,overfitting,correct
34522,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/23.txt,overfitting,overfitting
34523,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/24.txt,overfitting,correct
34524,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/25.txt,overfitting,correct
34525,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/26.txt,overfitting,overfitting
34526,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/27.txt,overfitting,overfitting
34527,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/28.txt,overfitting,overfitting
34528,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/29.txt,overfitting,correct
34529,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/3.txt,overfitting,overfitting
34530,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/30.txt,overfitting,overfitting
34531,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/31.txt,overfitting,overfitting
34532,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/32.txt,overfitting,overfitting
34533,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/33.txt,overfitting,overfitting
34534,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/34.txt,overfitting,correct
34535,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/35.txt,overfitting,correct
34536,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/36.txt,overfitting,overfitting
34537,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/37.txt,overfitting,correct
34538,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/38.txt,overfitting,correct
34539,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/39.txt,overfitting,overfitting
34540,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/4.txt,overfitting,overfitting
34541,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/40.txt,overfitting,correct
34542,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/41.txt,overfitting,overfitting
34543,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/42.txt,overfitting,correct
34544,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/43.txt,overfitting,correct
34545,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/44.txt,overfitting,overfitting
34546,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/45.txt,overfitting,overfitting
34547,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/46.txt,overfitting,overfitting
34548,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/47.txt,overfitting,overfitting
34549,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/48.txt,overfitting,correct
34550,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/49.txt,overfitting,correct
34551,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/5.txt,overfitting,correct
34552,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/50.txt,overfitting,overfitting
34553,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/51.txt,overfitting,overfitting
34554,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/52.txt,overfitting,correct
34555,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/53.txt,overfitting,overfitting
34556,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/54.txt,overfitting,overfitting
34557,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/55.txt,overfitting,overfitting
34558,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/56.txt,overfitting,overfitting
34559,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/57.txt,overfitting,overfitting
34560,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/58.txt,overfitting,overfitting
34561,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/59.txt,overfitting,overfitting
34562,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/6.txt,overfitting,overfitting
34563,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/60.txt,overfitting,overfitting
34564,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/61.txt,overfitting,overfitting
34565,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/62.txt,overfitting,overfitting
34566,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/63.txt,overfitting,overfitting
34567,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/64.txt,overfitting,correct
34568,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/65.txt,overfitting,overfitting
34569,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/66.txt,overfitting,overfitting
34570,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/67.txt,overfitting,overfitting
34571,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/68.txt,overfitting,overfitting
34572,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/69.txt,overfitting,overfitting
34573,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/7.txt,overfitting,correct
34574,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/70.txt,overfitting,overfitting
34575,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/71.txt,overfitting,overfitting
34576,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/72.txt,overfitting,overfitting
34577,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/73.txt,overfitting,correct
34578,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/74.txt,overfitting,overfitting
34579,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/75.txt,overfitting,overfitting
34580,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/76.txt,overfitting,overfitting
34581,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/77.txt,overfitting,overfitting
34582,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/78.txt,overfitting,overfitting
34583,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/79.txt,overfitting,overfitting
34584,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/8.txt,overfitting,overfitting
34585,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/80.txt,overfitting,overfitting
34586,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/81.txt,overfitting,overfitting
34587,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/82.txt,overfitting,overfitting
34588,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/83.txt,overfitting,correct
34589,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/84.txt,overfitting,overfitting
34590,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/85.txt,overfitting,overfitting
34591,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/86.txt,overfitting,overfitting
34592,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/87.txt,overfitting,overfitting
34593,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/88.txt,overfitting,overfitting
34594,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/89.txt,overfitting,correct
34595,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/9.txt,overfitting,overfitting
34596,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/90.txt,overfitting,correct
34597,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/91.txt,overfitting,overfitting
34598,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/92.txt,overfitting,overfitting
34599,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/93.txt,overfitting,overfitting
34600,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/94.txt,overfitting,overfitting
34601,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/95.txt,overfitting,overfitting
34602,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/96.txt,overfitting,overfitting
34603,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/97.txt,overfitting,overfitting
34604,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/98.txt,overfitting,overfitting
34605,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-28/99.txt,overfitting,overfitting
34606,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/0.txt,overfitting,correct
34607,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/1.txt,overfitting,correct
34608,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/10.txt,overfitting,correct
34609,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/101.txt,overfitting,overfitting
34610,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/103.txt,overfitting,overfitting
34611,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/104.txt,overfitting,correct
34612,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/105.txt,overfitting,correct
34613,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/106.txt,overfitting,correct
34614,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/109.txt,overfitting,overfitting
34615,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/11.txt,overfitting,correct
34616,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/111.txt,overfitting,overfitting
34617,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/113.txt,overfitting,correct
34618,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/115.txt,overfitting,correct
34619,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/117.txt,overfitting,overfitting
34620,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/118.txt,overfitting,correct
34621,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/119.txt,overfitting,correct
34622,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/12.txt,overfitting,overfitting
34623,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/122.txt,overfitting,correct
34624,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/124.txt,overfitting,correct
34625,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/125.txt,overfitting,correct
34626,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/126.txt,overfitting,overfitting
34627,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/127.txt,overfitting,correct
34628,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/129.txt,overfitting,overfitting
34629,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/13.txt,overfitting,correct
34630,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/130.txt,overfitting,overfitting
34631,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/133.txt,overfitting,correct
34632,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/134.txt,overfitting,overfitting
34633,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/135.txt,overfitting,overfitting
34634,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/137.txt,overfitting,overfitting
34635,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/139.txt,overfitting,correct
34636,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/14.txt,overfitting,correct
34637,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/142.txt,overfitting,overfitting
34638,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/144.txt,overfitting,correct
34639,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/145.txt,overfitting,correct
34640,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/148.txt,overfitting,correct
34641,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/15.txt,overfitting,correct
34642,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/150.txt,overfitting,correct
34643,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/153.txt,overfitting,correct
34644,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/155.txt,overfitting,correct
34645,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/156.txt,overfitting,overfitting
34646,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/157.txt,overfitting,overfitting
34647,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/159.txt,overfitting,correct
34648,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/16.txt,overfitting,correct
34649,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/160.txt,overfitting,overfitting
34650,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/164.txt,overfitting,correct
34651,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/167.txt,overfitting,overfitting
34652,overfitting/Arja-DifferentFragPatches/Bugs.jar-math-33/168.txt,overfitting,correct
